Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2015,203,1,528,"H4","44",1,,,11239816,0
2015,203,1,554,"H4","44",1,,,1059,0
2015,203,1,579,"H4","44",1,,,242606,0
2015,203,1,616,"H4","44",1,,,179349570,0
2015,203,1,620,"H4","44",1,,,296597,0
2015,203,1,703,"H4","44",1,,,147061595,0
2015,203,1,724,"H4","44",1,,,3783306,0
2015,203,1,752,"H4","44",1,,,5110896,0
2015,203,1,757,"H4","44",1,,,2354901,0
2015,203,1,826,"H4","44",1,,,3207288,0
2015,203,1,842,"H4","44",1,,,6454650,0
2015,208,1,0,"H4","44",1,,,1648034636,0
2015,208,1,36,"H4","44",1,,,43736,0
2015,208,1,40,"H4","44",1,,,6026617,0
2015,208,1,56,"H4","44",1,,,9999873,0
2015,208,1,124,"H4","44",1,,,3354603,0
2015,208,1,203,"H4","44",1,,,3662733,0
2015,208,1,246,"H4","44",1,,,70499176,0
2015,208,1,251,"H4","44",1,,,7761308,0
2015,208,1,276,"H4","44",1,,,314869957,0
2015,208,1,300,"H4","44",1,,,70510,0
2015,208,1,348,"H4","44",1,,,7748147,0
2015,208,1,372,"H4","44",1,,,1615430,0
2015,208,1,381,"H4","44",1,,,8032783,0
2015,208,1,392,"H4","44",1,,,68037,0
2015,208,1,410,"H4","44",1,,,83810,0
2015,208,1,442,"H4","44",1,,,423579,0
2015,208,1,528,"H4","44",1,,,25218971,0
2015,208,1,554,"H4","44",1,,,192916,0
2015,208,1,579,"H4","44",1,,,40560848,0
2015,208,1,616,"H4","44",1,,,141296093,0
2015,208,1,620,"H4","44",1,,,14796797,0
2015,208,1,703,"H4","44",1,,,16015799,0
2015,208,1,724,"H4","44",1,,,3894219,0
2015,208,1,752,"H4","44",1,,,375827118,0
2015,208,1,757,"H4","44",1,,,435839,0
2015,208,1,826,"H4","44",1,,,14199366,0
2015,208,1,842,"H4","44",1,,,14123335,0
2015,246,1,0,"H4","44",1,,,805000427,0
2015,246,1,36,"H4","44",1,,,965,0
2015,246,1,40,"H4","44",1,,,1910953,0
2015,246,1,56,"H4","44",1,,,10433329,0
2015,246,1,124,"H4","44",1,,,431517,0
2015,246,1,203,"H4","44",1,,,675373,0
2015,246,1,208,"H4","44",1,,,4525477,0
2015,246,1,251,"H4","44",1,,,2801122,0
2015,246,1,276,"H4","44",1,,,56679865,0
2015,246,1,300,"H4","44",1,,,1385,0
2015,246,1,348,"H4","44",1,,,772110,0
2015,246,1,372,"H4","44",1,,,307249,0
2015,246,1,381,"H4","44",1,,,2594678,0
2015,246,1,392,"H4","44",1,,,163369,0
2015,246,1,410,"H4","44",1,,,7211,0
2015,246,1,442,"H4","44",1,,,222832,0
2015,246,1,528,"H4","44",1,,,2082118,0
2015,246,1,554,"H4","44",1,,,613358,0
2015,246,1,579,"H4","44",1,,,3361024,0
2015,246,1,616,"H4","44",1,,,17045343,0
2015,246,1,620,"H4","44",1,,,199174,0
2015,246,1,703,"H4","44",1,,,835311,0
2015,246,1,724,"H4","44",1,,,1289473,0
2015,246,1,752,"H4","44",1,,,57780660,0
2015,246,1,757,"H4","44",1,,,657348,0
2015,246,1,826,"H4","44",1,,,1622484,0
2015,246,1,842,"H4","44",1,,,4025929,0
2015,251,1,0,"H4","44",1,,,3714869416,0
2015,251,1,36,"H4","44",1,,,844448,0
2015,251,1,40,"H4","44",1,,,158125133,0
2015,251,1,56,"H4","44",1,,,469477074,0
2015,251,1,124,"H4","44",1,,,19592968,0
2015,251,1,203,"H4","44",1,,,13663697,0
2015,251,1,208,"H4","44",1,,,67487220,0
2015,251,1,246,"H4","44",1,,,158568284,0
2015,251,1,251,"H4","44",1,,,24251697,0
2015,251,1,276,"H4","44",1,,,691213588,0
2015,251,1,300,"H4","44",1,,,278069,0
2015,251,1,348,"H4","44",1,,,24834729,0
2015,251,1,372,"H4","44",1,,,9395432,0
2015,251,1,381,"H4","44",1,,,169017728,0
2015,251,1,392,"H4","44",1,,,1347719,0
2015,251,1,410,"H4","44",1,,,109764,0
2015,251,1,442,"H4","44",1,,,111432725,0
2015,251,1,528,"H4","44",1,,,60748825,0
2015,251,1,554,"H4","44",1,,,2054419,0
2015,251,1,579,"H4","44",1,,,2619355,0
2015,251,1,616,"H4","44",1,,,241864137,0
2015,251,1,620,"H4","44",1,,,37499635,0
2015,251,1,703,"H4","44",1,,,14581901,0
2015,251,1,724,"H4","44",1,,,210635539,0
2015,251,1,752,"H4","44",1,,,85880624,0
2015,251,1,757,"H4","44",1,,,45930474,0
2015,251,1,826,"H4","44",1,,,26318529,0
2015,251,1,842,"H4","44",1,,,38885018,0
2015,276,1,0,"H4","44",1,,,8025001159,0
2015,276,1,36,"H4","44",1,,,299922,0
2015,276,1,40,"H4","44",1,,,1001212728,0
2015,276,1,56,"H4","44",1,,,254324045,0
2015,276,1,124,"H4","44",1,,,19472665,0
2015,276,1,203,"H4","44",1,,,728032429,0
2015,276,1,208,"H4","44",1,,,243555989,0
2015,276,1,246,"H4","44",1,,,293079973,0
2015,276,1,251,"H4","44",1,,,329448702,0
2015,276,1,300,"H4","44",1,,,3523662,0
2015,276,1,348,"H4","44",1,,,60671717,0
2015,276,1,372,"H4","44",1,,,14247689,0
2015,276,1,381,"H4","44",1,,,195213280,0
2015,276,1,392,"H4","44",1,,,3289358,0
2015,276,1,410,"H4","44",1,,,187117,0
2015,276,1,442,"H4","44",1,,,65416672,0
2015,276,1,528,"H4","44",1,,,305840936,0
2015,276,1,554,"H4","44",1,,,2668414,0
2015,276,1,579,"H4","44",1,,,89701069,0
2015,276,1,616,"H4","44",1,,,1245112791,0
2015,276,1,620,"H4","44",1,,,15971358,0
2015,276,1,703,"H4","44",1,,,114552565,0
2015,276,1,724,"H4","44",1,,,66301840,0
2015,276,1,752,"H4","44",1,,,308618830,0
2015,276,1,757,"H4","44",1,,,226720651,0
2015,276,1,826,"H4","44",1,,,62870946,0
2015,276,1,842,"H4","44",1,,,110116884,0
2015,300,1,0,"H4","44",1,,,304421387,0
2015,300,1,36,"H4","44",1,,,146541,0
2015,300,1,40,"H4","44",1,,,10712384,0
2015,300,1,56,"H4","44",1,,,1292938,0
2015,300,1,124,"H4","44",1,,,200158,0
2015,300,1,203,"H4","44",1,,,4248579,0
2015,300,1,208,"H4","44",1,,,444397,0
2015,300,1,246,"H4","44",1,,,11976854,0
2015,300,1,251,"H4","44",1,,,4953021,0
2015,300,1,276,"H4","44",1,,,9699459,0
2015,300,1,348,"H4","44",1,,,2005045,0
2015,300,1,372,"H4","44",1,,,72166,0
2015,300,1,381,"H4","44",1,,,14853356,0
2015,300,1,392,"H4","44",1,,,2891,0
2015,300,1,410,"H4","44",1,,,222,0
2015,300,1,442,"H4","44",1,,,623297,0
2015,300,1,528,"H4","44",1,,,3257171,0
2015,300,1,554,"H4","44",1,,,1469,0
2015,300,1,579,"H4","44",1,,,23145,0
2015,300,1,616,"H4","44",1,,,3318881,0
2015,300,1,620,"H4","44",1,,,388403,0
2015,300,1,703,"H4","44",1,,,3371855,0
2015,300,1,724,"H4","44",1,,,4094781,0
2015,300,1,752,"H4","44",1,,,11416069,0
2015,300,1,757,"H4","44",1,,,136402,0
2015,300,1,826,"H4","44",1,,,887332,0
2015,300,1,842,"H4","44",1,,,5038400,0
2015,348,1,0,"H4","44",1,,,566071145,0
2015,348,1,36,"H4","44",1,,,57109,0
2015,348,1,40,"H4","44",1,,,67267133,0
2015,348,1,56,"H4","44",1,,,3199457,0
2015,348,1,124,"H4","44",1,,,23704,0
2015,348,1,203,"H4","44",1,,,24373312,0
2015,348,1,208,"H4","44",1,,,10174470,0
2015,348,1,246,"H4","44",1,,,5941024,0
2015,348,1,251,"H4","44",1,,,8982632,0
2015,348,1,276,"H4","44",1,,,96563138,0
2015,348,1,300,"H4","44",1,,,138203,0
2015,348,1,372,"H4","44",1,,,315124,0
2015,348,1,381,"H4","44",1,,,18527183,0
2015,348,1,392,"H4","44",1,,,8595,0
2015,348,1,410,"H4","44",1,,,6333,0
2015,348,1,442,"H4","44",1,,,409567,0
2015,348,1,528,"H4","44",1,,,5021102,0
2015,348,1,579,"H4","44",1,,,47499,0
2015,348,1,616,"H4","44",1,,,52277280,0
2015,348,1,620,"H4","44",1,,,307191,0
2015,348,1,703,"H4","44",1,,,55857020,0
2015,348,1,724,"H4","44",1,,,2578864,0
2015,348,1,752,"H4","44",1,,,7000412,0
2015,348,1,757,"H4","44",1,,,250938,0
2015,348,1,826,"H4","44",1,,,5348001,0
2015,348,1,842,"H4","44",1,,,1070382,0
2015,372,1,0,"H4","44",1,,,453969716,0
2015,372,1,36,"H4","44",1,,,12329,0
2015,372,1,40,"H4","44",1,,,3166693,0
2015,372,1,56,"H4","44",1,,,9057944,0
2015,372,1,124,"H4","44",1,,,6830215,0
2015,372,1,203,"H4","44",1,,,104297,0
2015,372,1,208,"H4","44",1,,,20455115,0
2015,372,1,246,"H4","44",1,,,23097410,0
2015,372,1,251,"H4","44",1,,,3156744,0
2015,372,1,276,"H4","44",1,,,18873859,0
2015,372,1,300,"H4","44",1,,,135713,0
2015,372,1,348,"H4","44",1,,,95128,0
2015,372,1,381,"H4","44",1,,,4802332,0
2015,372,1,392,"H4","44",1,,,3818,0
2015,372,1,410,"H4","44",1,,,10,0
2015,372,1,442,"H4","44",1,,,4421,0
2015,372,1,528,"H4","44",1,,,15030015,0
2015,372,1,554,"H4","44",1,,,889812,0
2015,372,1,579,"H4","44",1,,,925088,0
2015,372,1,616,"H4","44",1,,,9491337,0
2015,372,1,620,"H4","44",1,,,11438204,0
2015,372,1,703,"H4","44",1,,,263979,0
2015,372,1,724,"H4","44",1,,,21735589,0
2015,372,1,752,"H4","44",1,,,11565861,0
2015,372,1,757,"H4","44",1,,,2954846,0
2015,372,1,826,"H4","44",1,,,132111809,0
2015,372,1,842,"H4","44",1,,,42849389,0
2015,381,1,0,"H4","44",1,,,4243223959,0
2015,381,1,36,"H4","44",1,,,23224,0
2015,381,1,40,"H4","44",1,,,1158736968,0
2015,381,1,56,"H4","44",1,,,37754544,0
2015,381,1,124,"H4","44",1,,,21314609,0
2015,381,1,203,"H4","44",1,,,83268278,0
2015,381,1,208,"H4","44",1,,,10450859,0
2015,381,1,246,"H4","44",1,,,57495554,0
2015,381,1,251,"H4","44",1,,,283065642,0
2015,381,1,276,"H4","44",1,,,389223107,0
2015,381,1,300,"H4","44",1,,,6690587,0
2015,381,1,348,"H4","44",1,,,118186854,0
2015,381,1,372,"H4","44",1,,,2029092,0
2015,381,1,392,"H4","44",1,,,572285,0
2015,381,1,410,"H4","44",1,,,111133,0
2015,381,1,442,"H4","44",1,,,3547578,0
2015,381,1,528,"H4","44",1,,,18420831,0
2015,381,1,554,"H4","44",1,,,730031,0
2015,381,1,579,"H4","44",1,,,42116,0
2015,381,1,616,"H4","44",1,,,169483092,0
2015,381,1,620,"H4","44",1,,,16078098,0
2015,381,1,703,"H4","44",1,,,94005155,0
2015,381,1,724,"H4","44",1,,,77830814,0
2015,381,1,752,"H4","44",1,,,34745424,0
2015,381,1,757,"H4","44",1,,,82850236,0
2015,381,1,826,"H4","44",1,,,7418603,0
2015,381,1,842,"H4","44",1,,,112055371,0
2015,392,1,0,"H4","44",1,,,10051179739,0
2015,392,1,36,"H4","44",1,,,501303942,0
2015,392,1,40,"H4","44",1,,,199341597,0
2015,392,1,56,"H4","44",1,,,7937192,0
2015,392,1,124,"H4","44",1,,,1008647934,0
2015,392,1,203,"H4","44",1,,,33377081,0
2015,392,1,208,"H4","44",1,,,1911000,0
2015,392,1,246,"H4","44",1,,,334009311,0
2015,392,1,251,"H4","44",1,,,8159865,0
2015,392,1,276,"H4","44",1,,,58420075,0
2015,392,1,300,"H4","44",1,,,16173,0
2015,392,1,348,"H4","44",1,,,260399,0
2015,392,1,372,"H4","44",1,,,42700,0
2015,392,1,381,"H4","44",1,,,20112758,0
2015,392,1,410,"H4","44",1,,,17257273,0
2015,392,1,528,"H4","44",1,,,8015543,0
2015,392,1,554,"H4","44",1,,,289161988,0
2015,392,1,579,"H4","44",1,,,1135027,0
2015,392,1,616,"H4","44",1,,,6300936,0
2015,392,1,620,"H4","44",1,,,472354,0
2015,392,1,703,"H4","44",1,,,170486,0
2015,392,1,724,"H4","44",1,,,6284681,0
2015,392,1,752,"H4","44",1,,,216189843,0
2015,392,1,757,"H4","44",1,,,2091767,0
2015,392,1,826,"H4","44",1,,,1667923,0
2015,392,1,842,"H4","44",1,,,832219319,0
2015,410,1,0,"H4","44",1,,,3112500126,0
2015,410,1,36,"H4","44",1,,,31989477,0
2015,410,1,40,"H4","44",1,,,18283481,0
2015,410,1,56,"H4","44",1,,,585635,0
2015,410,1,124,"H4","44",1,,,234432920,0
2015,410,1,203,"H4","44",1,,,7989536,0
2015,410,1,208,"H4","44",1,,,2828052,0
2015,410,1,246,"H4","44",1,,,62445883,0
2015,410,1,251,"H4","44",1,,,1238153,0
2015,410,1,276,"H4","44",1,,,49404098,0
2015,410,1,300,"H4","44",1,,,30374,0
2015,410,1,348,"H4","44",1,,,159181,0
2015,410,1,372,"H4","44",1,,,15112,0
2015,410,1,381,"H4","44",1,,,10393631,0
2015,410,1,392,"H4","44",1,,,36083439,0
2015,410,1,528,"H4","44",1,,,1091835,0
2015,410,1,554,"H4","44",1,,,317392034,0
2015,410,1,579,"H4","44",1,,,660084,0
2015,410,1,616,"H4","44",1,,,1999462,0
2015,410,1,620,"H4","44",1,,,467326,0
2015,410,1,703,"H4","44",1,,,951145,0
2015,410,1,724,"H4","44",1,,,681408,0
2015,410,1,752,"H4","44",1,,,28170348,0
2015,410,1,757,"H4","44",1,,,706035,0
2015,410,1,826,"H4","44",1,,,423345,0
2015,410,1,842,"H4","44",1,,,128130860,0
2015,442,1,0,"H4","44",1,,,202616897,0
2015,442,1,36,"H4","44",1,,,391,0
2015,442,1,40,"H4","44",1,,,3138620,0
2015,442,1,56,"H4","44",1,,,43675828,0
2015,442,1,124,"H4","44",1,,,1352,0
2015,442,1,203,"H4","44",1,,,1022681,0
2015,442,1,208,"H4","44",1,,,225366,0
2015,442,1,246,"H4","44",1,,,203883,0
2015,442,1,251,"H4","44",1,,,17410052,0
2015,442,1,276,"H4","44",1,,,93432301,0
2015,442,1,348,"H4","44",1,,,41135,0
2015,442,1,372,"H4","44",1,,,37970,0
2015,442,1,381,"H4","44",1,,,1035766,0
2015,442,1,392,"H4","44",1,,,7489,0
2015,442,1,410,"H4","44",1,,,710,0
2015,442,1,442,"H4","44",1,,,455371,0
2015,442,1,528,"H4","44",1,,,3471414,0
2015,442,1,579,"H4","44",1,,,346836,0
2015,442,1,616,"H4","44",1,,,1471648,0
2015,442,1,620,"H4","44",1,,,211013,0
2015,442,1,703,"H4","44",1,,,5594,0
2015,442,1,724,"H4","44",1,,,58076,0
2015,442,1,752,"H4","44",1,,,461644,0
2015,442,1,757,"H4","44",1,,,166093,0
2015,442,1,826,"H4","44",1,,,396710,0
2015,442,1,842,"H4","44",1,,,52608,0
2015,528,1,0,"H4","44",1,,,3065675500,0
2015,528,1,36,"H4","44",1,,,1130036,0
2015,528,1,40,"H4","44",1,,,38388365,0
2015,528,1,56,"H4","44",1,,,467939579,0
2015,528,1,124,"H4","44",1,,,21197918,0
2015,528,1,203,"H4","44",1,,,49762599,0
2015,528,1,208,"H4","44",1,,,33361982,0
2015,528,1,246,"H4","44",1,,,100828271,0
2015,528,1,251,"H4","44",1,,,137800993,0
2015,528,1,276,"H4","44",1,,,645465786,0
2015,528,1,300,"H4","44",1,,,7282831,0
2015,528,1,348,"H4","44",1,,,9114612,0
2015,528,1,372,"H4","44",1,,,25170622,0
2015,528,1,381,"H4","44",1,,,66945650,0
2015,528,1,392,"H4","44",1,,,847213,0
2015,528,1,410,"H4","44",1,,,117710,0
2015,528,1,442,"H4","44",1,,,18102153,0
2015,528,1,554,"H4","44",1,,,15924754,0
2015,528,1,579,"H4","44",1,,,2326189,0
2015,528,1,616,"H4","44",1,,,93515267,0
2015,528,1,620,"H4","44",1,,,24829473,0
2015,528,1,703,"H4","44",1,,,6877064,0
2015,528,1,724,"H4","44",1,,,66153785,0
2015,528,1,752,"H4","44",1,,,209098558,0
2015,528,1,757,"H4","44",1,,,1985457,0
2015,528,1,826,"H4","44",1,,,66702002,0
2015,528,1,842,"H4","44",1,,,19753392,0
2015,554,1,0,"H4","44",1,,,203972417,0
2015,554,1,36,"H4","44",1,,,18969796,0
2015,554,1,40,"H4","44",1,,,383382,0
2015,554,1,56,"H4","44",1,,,1895910,0
2015,554,1,124,"H4","44",1,,,34175282,0
2015,554,1,203,"H4","44",1,,,168305,0
2015,554,1,208,"H4","44",1,,,809111,0
2015,554,1,246,"H4","44",1,,,507664,0
2015,554,1,251,"H4","44",1,,,13503937,0
2015,554,1,276,"H4","44",1,,,3701803,0
2015,554,1,300,"H4","44",1,,,447,0
2015,554,1,348,"H4","44",1,,,723392,0
2015,554,1,372,"H4","44",1,,,151269,0
2015,554,1,381,"H4","44",1,,,1933693,0
2015,554,1,392,"H4","44",1,,,88600,0
2015,554,1,410,"H4","44",1,,,94306,0
2015,554,1,528,"H4","44",1,,,883130,0
2015,554,1,554,"H4","44",1,,,700727,0
2015,554,1,579,"H4","44",1,,,6612,0
2015,554,1,616,"H4","44",1,,,743903,0
2015,554,1,620,"H4","44",1,,,714972,0
2015,554,1,703,"H4","44",1,,,5997,0
2015,554,1,724,"H4","44",1,,,667537,0
2015,554,1,752,"H4","44",1,,,548001,0
2015,554,1,757,"H4","44",1,,,233210,0
2015,554,1,826,"H4","44",1,,,610058,0
2015,554,1,842,"H4","44",1,,,15138233,0
2015,579,1,0,"H4","44",1,,,1380948045,0
2015,579,1,36,"H4","44",1,,,19901,0
2015,579,1,40,"H4","44",1,,,8042513,0
2015,579,1,56,"H4","44",1,,,12909762,0
2015,579,1,124,"H4","44",1,,,1499270,0
2015,579,1,203,"H4","44",1,,,8526762,0
2015,579,1,208,"H4","44",1,,,97824234,0
2015,579,1,246,"H4","44",1,,,68615855,0
2015,579,1,251,"H4","44",1,,,10012671,0
2015,579,1,276,"H4","44",1,,,68258992,0
2015,579,1,300,"H4","44",1,,,163390,0
2015,579,1,348,"H4","44",1,,,932760,0
2015,579,1,372,"H4","44",1,,,3839788,0
2015,579,1,381,"H4","44",1,,,6103544,0
2015,579,1,392,"H4","44",1,,,218201,0
2015,579,1,410,"H4","44",1,,,18470,0
2015,579,1,442,"H4","44",1,,,117097,0
2015,579,1,528,"H4","44",1,,,15147520,0
2015,579,1,554,"H4","44",1,,,2219138,0
2015,579,1,616,"H4","44",1,,,109713798,0
2015,579,1,620,"H4","44",1,,,873246,0
2015,579,1,703,"H4","44",1,,,4152253,0
2015,579,1,724,"H4","44",1,,,7287664,0
2015,579,1,752,"H4","44",1,,,607155707,0
2015,579,1,757,"H4","44",1,,,1756309,0
2015,579,1,826,"H4","44",1,,,15505791,0
2015,579,1,842,"H4","44",1,,,10488695,0
2015,616,1,0,"H4","44",1,,,1351541123,0
2015,616,1,36,"H4","44",1,,,40962,0
2015,616,1,40,"H4","44",1,,,61157461,0
2015,616,1,56,"H4","44",1,,,14425038,0
2015,616,1,124,"H4","44",1,,,721083,0
2015,616,1,203,"H4","44",1,,,48510113,0
2015,616,1,208,"H4","44",1,,,41515416,0
2015,616,1,246,"H4","44",1,,,38616742,0
2015,616,1,251,"H4","44",1,,,15901120,0
2015,616,1,276,"H4","44",1,,,246427465,0
2015,616,1,300,"H4","44",1,,,109636,0
2015,616,1,348,"H4","44",1,,,15951744,0
2015,616,1,372,"H4","44",1,,,915278,0
2015,616,1,381,"H4","44",1,,,11734837,0
2015,616,1,392,"H4","44",1,,,44956,0
2015,616,1,410,"H4","44",1,,,2387225,0
2015,616,1,442,"H4","44",1,,,543417,0
2015,616,1,528,"H4","44",1,,,18066479,0
2015,616,1,554,"H4","44",1,,,930,0
2015,616,1,579,"H4","44",1,,,1915814,0
2015,616,1,620,"H4","44",1,,,5538850,0
2015,616,1,703,"H4","44",1,,,57564963,0
2015,616,1,724,"H4","44",1,,,11964088,0
2015,616,1,752,"H4","44",1,,,44596568,0
2015,616,1,757,"H4","44",1,,,1201873,0
2015,616,1,826,"H4","44",1,,,4401408,0
2015,616,1,842,"H4","44",1,,,7248203,0
2015,620,1,0,"H4","44",1,,,683944871,0
2015,620,1,40,"H4","44",1,,,6855631,0
2015,620,1,56,"H4","44",1,,,6372170,0
2015,620,1,124,"H4","44",1,,,205844,0
2015,620,1,203,"H4","44",1,,,185816,0
2015,620,1,208,"H4","44",1,,,1755630,0
2015,620,1,246,"H4","44",1,,,5059009,0
2015,620,1,251,"H4","44",1,,,53843498,0
2015,620,1,276,"H4","44",1,,,39528213,0
2015,620,1,300,"H4","44",1,,,29,0
2015,620,1,348,"H4","44",1,,,931986,0
2015,620,1,372,"H4","44",1,,,120659,0
2015,620,1,381,"H4","44",1,,,9434001,0
2015,620,1,392,"H4","44",1,,,43326,0
2015,620,1,410,"H4","44",1,,,520,0
2015,620,1,442,"H4","44",1,,,344127,0
2015,620,1,528,"H4","44",1,,,8325485,0
2015,620,1,554,"H4","44",1,,,989,0
2015,620,1,579,"H4","44",1,,,4599,0
2015,620,1,616,"H4","44",1,,,3177564,0
2015,620,1,703,"H4","44",1,,,435383,0
